ID,Name,Supertype,Type,Domains,Rarity,Energy Cost,Power Cost,Might,Rules Text,Effect Text,Champion Tag,Other Tags,Flavor Text,Errata-ed
OGN-157,"Udyr, Wildman",Champion,Unit,Body,Rare,6,1,6,"Spend my buff: Choose one you've not chosen this turn —
• Deal 2 to a unit at a battlefield.
• Stun a unit at a battlefield.
• Ready me.
• Give me [Ganking] this turn.",,Udyr,Freljord,,FALSE
OGN-158,"Volibear, Imposing",Champion,Unit,Body,Rare,12,2,10,"[Shield 3]
[Tank]
When an opponent moves to a battlefield other than mine, draw 1.",,Volibear,Freljord,"""Gods do not beg. We take what is ours!""",FALSE
OGN-159,"Warwick, Hunter",Champion,Unit,Body,Rare,6,1,5,"I enter ready.
When I attack, kill all damaged enemy units here.",,Warwick,"Zaun, Dog","""The blood you spilled calls to me.""",FALSE
OGN-160,Dazzling Aurora,,Gear,Body,Epic,9,2,,"At the end of your turn, reveal cards from the top of your Main Deck until you reveal a unit and banish it. Play it, ignoring its cost, and recycle the rest.",,,,The omens offer much to those who dare to see them.,TRUE
OGN-161,Deadbloom Predator,,Unit,Body,Epic,8,2,8,"[Deflect]
You may play me to an occupied enemy battlefield.",,,Shadow Isles,The souls of those who died unfulfilled coalesce into a form to sate those hungers.,FALSE
OGN-162,"Miss Fortune, Captain",Champion,Unit,Body,Epic,5,1,5,"[Accelerate]
[Ganking]
The first time I move each turn, you may ready something else that's exhausted.",,Miss Fortune,"Bilgewater, Pirate","""Set sail!""",FALSE
OGN-163,Seal of Strength,,Gear,Body,Epic,0,1,,[E]: [Reaction] — [Add] [C].,,,,"""Momma always said I had her temper.""",FALSE
OGN-164,"Sett, Brawler",Champion,Unit,Body,Epic,5,1,4,"When I'm played and when I conquer, buff me.
Spend my buff: Give me +4 [M] this turn.",,Sett,Ionia,,FALSE
OGN-165,Cemetery Attendant,,Unit,Chaos,Common,3,1,3,"When you play me, return a unit from your trash to your hand.",,,"Shadow Isles, Dog","""Good boy! Now, where's the rest of 'em?""",FALSE
OGN-166,Chaos Rune,,Rune,Chaos,Common,,,,,,,,,FALSE
OGN-167,Ember Monk,,Unit,Chaos,Common,4,0,4,"When you play a card from [Hidden], give me +2 [M] this turn.",,,Bandle City,A flame bright enough to cast many shadows.,FALSE
OGN-168,Fight or Flight,,Spell,Chaos,Common,2,0,,"[Hidden]
[Action]
Move a unit from a battlefield to its base.",,,,"""Boo.""",FALSE
OGN-169,Gust,,Spell,Chaos,Common,1,0,,"[Reaction]
Return a unit at a battlefield with 3 [M] or less to its owner's hand.",,,,,FALSE
OGN-170,Morbid Return,,Spell,Chaos,Common,2,0,,"[Action]
Return a unit from your trash to your hand.",,,,"""Soon, this long cruel night will end. But not yet.""
—Viego",FALSE
OGN-171,Mystic Poro,,Unit,Chaos,Common,2,0,2,[Vision],,,Poro,"Forecast: Sunny, with a chance of snax.",FALSE
OGN-172,Rebuke,,Spell,Chaos,Common,2,2,,"[Action]
Return a unit at a battlefield to its owner's hand.",,,,"""Get out.""",FALSE
OGN-173,Ride the Wind,,Spell,Chaos,Common,2,1,,"[Action]
Move a friendly unit and ready it.",,,,"""Follow the wind, but watch your back.""
—Yasuo",FALSE
OGN-174,Sai Scout,,Unit,Chaos,Common,6,0,5,"[Vision]
You may play me to an open battlefield.",,,Shurima,"""Ours for the taking!""",FALSE
OGN-175,Shipyard Skulker,,Unit,Chaos,Common,3,0,3,,,,"Bilgewater, Pirate","Few people laughed when she claimed she was a ""dock pirate""—or at least, few remained.",FALSE
OGN-176,Sneaky Deckhand,,Unit,Chaos,Common,3,0,2,You may play me to an open battlefield.,,,"Bilgewater, Pirate","""I like to think of her as a pre-boarding party.""
—Miss Fortune",FALSE
OGN-177,Stealthy Pursuer,,Unit,Chaos,Common,4,1,4,"When a friendly unit moves from my location, I may be moved with it.",,,Shurima,"""Anywhere you can go, I can go better.""",FALSE
OGN-178,Undercover Agent,,Unit,Chaos,Common,5,1,5,"[Deathknell] — Discard 2, then draw 2.",,,,Even he no longer knew which side he worked for.,FALSE
OGN-179,Acceptable Losses,,Spell,Chaos,Uncommon,1,0,,Each player kills one of their gear.,,,,"""Never liked that sword anyway.""",FALSE
OGN-180,Fading Memories,,Spell,Chaos,Uncommon,4,1,,Give a unit at a battlefield or a gear [Temporary].,,,,You too shall pass.,FALSE
OGN-181,Pack of Wonders,,Gear,Chaos,Uncommon,2,0,,"[E]: Return another friendly gear, unit, or facedown card to its owner's hand.",,,,"""I know I put it in here somewhere...""
—Teemo",TRUE
OGN-182,Scrapheap,,Gear,Chaos,Uncommon,2,0,,"When this is played, discarded, or killed, draw 1.",,,,The parts that make it to the heap are the ones that DIDN'T blow up.,FALSE
OGN-183,Stacked Deck,,Spell,Chaos,Uncommon,1,0,,"[Action]
Look at the top 3 card of your Main Deck. Put 1 into your hand and recycle the rest.",,,,"""Just lucky, I guess.""",FALSE
OGN-184,The Syren,,Gear,Chaos,Uncommon,2,0,,"[1], [E]: Move a friendly unit at a battlefield to its base.",,,,"Without a ship, a pirate's just another common criminal.",TRUE
OGN-185,Traveling Merchant,,Unit,Chaos,Uncommon,2,0,2,"When I move, discard 1, then draw 1.",,,Bilgewater,"Payment first, refund never.",FALSE
OGN-186,Treasure Trove,,Gear,Chaos,Uncommon,2,0,,"When this leaves the board, draw 1 and channel 1 rune exhausted.
[C], [E]: Kill this.",,,,"""We're gonna be rich!""
—Common last words",FALSE
OGN-187,Whirlwind,,Spell,Chaos,Uncommon,4,1,,"Starting with the next player, each player may return a unit to its owner's hand.",,,,"""The storm approaches.""
—Janna",FALSE
OGN-188,Zaunite Bouncer,,Unit,Chaos,Uncommon,4,2,2,"When you play me, return another unit at a battlefield to its owner's hand.",,,Zaun,"If he had things his way, NOBODY would get in.""",FALSE
OGN-189,"Kayn, Unleashed",Champion,Unit,Chaos,Rare,6,1,6,"[Ganking]
If I have moved twice this turn, I don't take damage.",,Kayn,Ionia,"""I will survive eternity. They will die today.""",FALSE
OGN-190,"Kog'Maw, Caustic",Champion,Unit,Chaos,Rare,3,1,1,[Deathknell] — Deal 4 to all units at my battlefield.,,Kog'Maw,The Void,"""Oblivion come.""",FALSE
OGN-191,Maddened Marauder,,Unit,Chaos,Rare,5,0,4,"[Tank]
When you play me, move a unit from a battlefield to its base.",,,"Bilgewater, Pirate","They know no fear. Nor much of anything else, really.",FALSE
OGN-192,Mindsplitter,,Unit,Chaos,Rare,7,2,7,"When you play me, choose an opponent. They reveal their hand. Choose a card from it, and they discard that card.",,,"Mount Targon, Dragon",Its victims go mad deciding which half to run from first.,FALSE
OGN-193,"Miss Fortune, Buccaneer",Champion,Unit,Chaos,Rare,4,1,4,"You may play me to an open battlefield.
Friendly units may be played to open battlefields.",,Miss Fortune,"Bilgewater, Pirate","""I always shoot first.""",FALSE
OGN-194,"Nocturne, Horrifying",Champion,Unit,Chaos,Rare,4,1,4,"[Ganking]
As you look at or reveal me from the top of your deck, you may banish me. If you do, you may play me for [A].",,Nocturne,,,TRUE
OGN-195,Rhasa the Sunderer,,Unit,Chaos,Rare,10,1,6,I cost [1] less for each card in your trash.,,,"Shadow Isles, Spirit","It feeds well on death, but better on madness.",FALSE
OGN-196,Soul Gorger,,Unit,Chaos,Rare,8,2,5,"When you play me, you may play a unit from your trash, ignoring its Energy cost.",,,"Shadow Isles, Spirit",,FALSE
OGN-197,"Teemo, Scout",Champion,Unit,Chaos,Rare,2,0,1,"[Hidden]
When you play me, give me +3 [M] this turn.",,Teemo,"Bandle City, Yordle","""Reporting in!""",FALSE
OGN-198,The Harrowing,,Spell,Chaos,Rare,6,2,,"Play a unit from your trash, ignoring its Energy cost.",,,,,FALSE
OGN-199,Tideturner,,Unit,Chaos,Rare,2,0,2,"[Hidden]
When you play me, you may choose a unit you control at another location. Move me to its location and it to my original location.",,,Bilgewater,,TRUE
OGN-200,"Twisted Fate, Gambler",Champion,Unit,Chaos,Rare,4,0,4,"When I attack, reveal the top rune of your rune deck, then recycle it. Do one of the following based on its domain:
[R] - Deal 2 to an enemy unit here and 1 to all other enemy units here.
[B] - Draw 1.
[Y] - Stun an enemy unit.",,Twisted Fate,Bilgewater,,FALSE
OGN-201,Invert Timelines,,Spell,Chaos,Epic,3,1,,"Each player discards their hand, then draws 4.",,,,"""Good a time as any to act reckless.""
—Ekko",FALSE
OGN-202,"Jinx, Rebel",Champion,Unit,Chaos,Epic,5,1,5,"When you discard one or more cards, ready me and give me +1 [M] this turn.",,Jinx,Zaun,"""Rules are made to be broken. Like buildings! Or people!""",FALSE
OGN-203,Possession,,Spell,Chaos,Epic,8,3,,"[Action]
Choose an enemy unit at a battlefield. Take control of it and recall it.",,,,Some have a change of heart. Others need you to change it for them.,FALSE
OGN-204,Seal of Discord,,Gear,Chaos,Epic,0,1,,[E]: [Reaction] — [Add] [C].,,,,,FALSE
OGN-205,"Yasuo, Windrider",Champion,Unit,Chaos,Epic,5,1,4,"[Ganking]
The third time I move in a turn, you score 1 point.",,Yasuo,Ionia,"""I will follow the path until the end.""",FALSE
OGN-206,Back to Back,,Spell,Order,Common,3,0,,"[Reaction]
Give two friendly units each +2 [M] this turn.",,,,Fight together or die alone.,FALSE
OGN-207,Call to Glory,,Spell,Order,Common,3,0,,"[Reactton]
As you play this, you may spend a buff as an addtional cost. If you do, ignore this spell's cost.",,,,,FALSE
OGN-208,Cruel Patron,,Unit,Order,Common,4,0,6,"As an additional cost to play me, kill a friendly unit.",,,Noxus,"Fealty is a duty, not a choice.",FALSE
OGN-209,Cull the Weak,,Spell,Order,Common,2,1,,Each player kills one of their units.,,,,What good is having a plank if nobody ever walks it?,FALSE
OGN-210,Daring Poro,,Unit,Order,Common,2,0,2,[Assault],,,Poro,"Don't worry, they love it.",FALSE
OGN-211,Faithful Manufactor,,Unit,Order,Common,3,0,2,"When you play me, play a 1 [M] Recruit unit token here.",,,Piltover,Hard work is its own reward.,FALSE
OGN-212,Forge of the Future,,Gear,Order,Common,2,0,,"When you play this, play a 1 [M] Recruit unit token at your base.
Kill this: Recycle up to 4 cards from trashes.",,,,"""What do we make? Beats me, but we do it better than anyone else.""",FALSE
OGN-213,Hidden Blade,,Spell,Order,Common,2,1,,"[Hidden]
[Action]
Kill a unit at a battlefield. Its controller draws 2.",,,,Not every Noxian decree is read aloud.,FALSE
OGN-214,Order Rune,,Rune,Order,Common,,,,,,,,,FALSE
OGN-215,Petty Officer,,Unit,Order,Common,5,0,5,[Assault],,,"Bilgewater, Pirate",Cross him and you'll learn just how petty he can be.,FALSE
OGN-216,Soaring Scout,,Unit,Order,Common,2,0,1,[Deathknell] — Channel 1 rune exhausted.,,,"Freljord, Bird","""Show us a path!""
—Ashe",FALSE
OGN-217,Trifarian Gloryseeker,,Unit,Order,Common,2,0,2,"[Legion] — When you play me, buff me.",,,"Noxus, Trifarian",War demands your life but offers immortality.,FALSE
OGN-218,Vanguard Captain,,Unit,Order,Common,3,1,3,"[Legion] — When you play me, play two 1 [M] Recruit unit tokens here.",,,"Demacia, Elite","""Soldiers, to me!""",FALSE
OGN-219,Vanguard Sergeant,,Unit,Order,Common,4,0,4,,,,"Demacia, Elite","He knew his orders: hold the line, or there would be nothing left to hold.",FALSE
OGN-220,Facebreaker,,Spell,Order,Uncommon,2,0,,"[Hidden]
[Action]
Stun a friendly unit and an enemy unit at the same battlefield.",,,,"""Play nice!"" —Sett",FALSE
OGN-221,Imperial Decree,,Spell,Order,Uncommon,5,2,,"[Action]
When any unit takes damage this turn, kill it.",,,,"""With a word, I end you.""
—Azir",FALSE
OGN-222,Noxian Drummer,,Unit,Order,Uncommon,3,0,3,"When I move to a battlefield, play a 1 [M] Recruit unit token here.",,,"Noxus, Trifarian",Even the Legion's musicians are hard to beat.,FALSE
OGN-223,Peak Guardian,,Unit,Order,Uncommon,6,1,5,"When you play me, buff me. Then, if I am at a battlefield, buff all other friendly units there.",,,Mount Targon,Mount Targon's blessing is bestowed upon those who have proven they are strong enough without it.,FALSE
OGN-224,Salvage,,Spell,Order,Uncommon,2,1,,"[Action]
You may kill up to one gear. Draw 1.",,,,One person's treasure is another one's trash.,TRUE
OGN-225,Solari Chief,,Unit,Order,Uncommon,5,1,4,"When you play me, choose an enemy unit. If it is stunned, kill it. Otherwise, stun it.",,,Mount Targon,"The sun has many rays, each tasked with driving out the darkness.",FALSE
OGN-226,Spectral Matron,,Unit,Order,Uncommon,4,2,4,"When you play me, you may play a unit costing no more than [3] and no more than [A] from your trash, ignoring its cost.",,,"Shadow Isles, Spirit","""Come—there is use for you yet.""",FALSE
OGN-227,Symbol of the Solari,,Gear,Order,Uncommon,1,0,,"If a combat where you are the attacker ends in a tie that would recall any of your units, recall all units at that battlefield instead.",,,,"""Next time, try to leave a dent!""
—Leona",FALSE
OGN-228,Vanguard Helm,,Gear,Order,Uncommon,2,0,,"When a buffed friendly unit dies, buff another friendly unit.",,,,Vanguard soliders share both a helm and a vision.,FALSE
OGN-229,Vengeance,,Spell,Order,Uncommon,4,2,,Kill a unit.,,,,A brief moment of turmoil—then peace.,FALSE
OGN-230,Albus Ferros,,Unit,Order,Rare,4,0,3,"When you play me, spend any number of buffs. For each buff spent, channel 1 rune exhausted.",,,Piltover,"In Piltover, the best way to become a great inventor is to find a great investor.",FALSE
OGN-231,Commander Ledros,,Unit,Order,Rare,6,4,8,"As you play me, you may kill any number of friendly units as an additional cost. Reduce my cost by [C] for each killed this way.
[Deflect]
[Ganking]",,,"Shadow Isles, Spirit",,FALSE
OGN-232,"Fiora, Victorious",Champion,Unit,Order,Rare,4,0,4,"While I'm [Mighty], I have [Deflect], [Ganking], and [Shield].",,Fiora,Demacia,"""I long for a worthy opponent.""",FALSE
OGN-233,Grand Strategem,,Spell,Order,Rare,6,3,,"[Action]
Give friendly units +5 [M] this turn.",,,,You need not understand the plan—only believe in it.,FALSE
OGN-234,Harnessed Dragon,,Unit,Order,Rare,8,2,6,"When you play me, kill an enemy unit.",,,"Demacia, Dragon","What bends a dragon's will is not strength, but sense of purpose.",FALSE
OGN-235,"Karma, Channeler",Champion,Unit,Order,Rare,6,1,6,"[Vision]
When you recycle one or more cards to your Main Deck, buff a friendly unit.",,Karma,Ionia,"""Heart and mind as one.""",TRUE
OGN-236,"Karthus, Eternal",Champion,Unit,Order,Rare,3,1,3,Your [Deathknell] effects trigger an additional time.,,Karthus,"Shadow Isles, Spirit","""We all have a place among the divine. We have only to accept it.""",FALSE
OGN-237,King's Edict,,Spell,Order,Rare,6,2,,"Starting with the next player, each other player chooses a unit you don't control that hasn't been chosen for this spell. Kill those units.",,,,Ruling is about making the hard choices. Serving is about living with the consequences.,FALSE
OGN-238,"Leona, Determined",Champion,Unit,Order,Rare,4,1,4,"[Shield]
When I attack, stun an enemy unit here.",,Leona,Mount Targon,"""First light approaches.""",FALSE
OGN-239,Machine Evangel,,Unit,Order,Rare,5,1,4,[Deathknell] — Play three 1 [M] Recruit unit tokens into your base.,,,Piltover,The future is built by those who never see it.,FALSE
OGN-240,"Sett, Kingpin",Champion,Unit,Order,Rare,4,1,5,"[Tank]
I get +1 [M] for each buffed friendly unit at my battlefield.",,Sett,Ionia,"""Bein' the boss is a lot better than not bein' the boss.""",FALSE
OGN-241,"Shen, Kinkou",Champion,Unit,Order,Rare,3,1,3,"[Reaction]
[Shield 2]
[Tank]",,Shen,Ionia,"""Tread carefully.""",FALSE
OGN-242,Baited Hook,,Gear,Order,Epic,3,0,,"[1][C], [E]: Kill a friendly unit. Look at the top 5 cards of your Main Deck. You may banish a unit from among them that has Might up to 1 more than the killed unit and play it, ignoring its cost. Then recycle the rest.",,,,There's always a bigger fish—sometimes a MUCH bigger fish.,TRUE
OGN-243,"Darius, Executioner",Champion,Unit,Order,Epic,6,1,6,"[Legion] — When you play me, ready me.
Other friendly units have +1 [M] here.",,Darius,"Noxus, Trifarian","""They will regret opposing me.""",FALSE
OGN-244,Divine Judgement,,Spell,Order,Epic,7,2,,"Each player chooses 2 units, 2 gear, 2 runes, and 2 cards in their hands. Recycle the rest.",,,,Equality isn't always equal.,FALSE
OGN-245,Seal of Unity,,Gear,Order,Epic,0,1,,[E]: [Reaction] — [Add] [C].,,,,,FALSE
OGN-246,"Viktor, Leader",Champion,Unit,Order,Epic,4,1,4,"When another non-Recruit unit you control dies, play a 1 [M] Recruit unit token into your base.",,Viktor,Zaun,"""I am the first of many.""",FALSE
OGN-247,"Kai'Sa, Daughter of the Void",,Legend,"Fury, Mind",Rare,,,,[E]: [Reaction] — [Add] [A]. Use only to play spells.,,Kai'Sa,,,FALSE
OGN-248,Icathian Rain,Signature,Spell,"Fury, Mind",Epic,7,3,,"Do this 6 times:
Deal 2 to a unit.",,Kai'Sa,,,FALSE
OGN-249,"Volibear, Relentless Storm",,Legend,"Fury, Body",Rare,,,,"When you play a [Mighty] unit,l you may exhaust me to channel 1 rune exhausted.",,Volibear,,,FALSE
OGN-250,Stormbringer,Signature,Spell,"Fury, Body",Epic,6,2,,"Choose a friendly unit in your base. Deal damage equal to its Might to all enemy units at a battlefield, then move your unit there.",,Volibear,,,FALSE
OGN-251,"Jinx, Loose Cannon",,Legend,"Fury, Chaos",Rare,,,,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",,Jinx,,,FALSE
OGN-252,Super Mega Death Rocket!,Signature,Spell,"Fury, Chaos",Epic,4,1,,"Deal 5 to a unit.
When you conquer, you may discard 1 to return this from your trash to your hand.",,Jinx,,,FALSE
OGN-253,"Darius, Hand of Noxus",,Legend,"Fury, Order",Rare,,,,"[E]: [Reaction], [Legion] — [Add] [1].",,Darius,,,FALSE
OGN-254,Noxian Guillotine,Signature,Spell,"Fury, Order",Epic,4,1,,"[Action]
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead.",,Darius,,,FALSE
OGN-255,"Ahri, Nine-Tailed Fox",,Legend,"Calm, Mind",Rare,,,,"When an enemy unit attacks a battlefield you control, give it -1 [M] this turn, to a minimum of 1 [M].",,Ahri,,,FALSE
OGN-256,Fox-Fire,Signature,Spell,"Calm, Mind",Epic,3,0,,"[Hidden]
[Action]
Kill any number of units at a battlefield with total Might 4 or less.",,Ahri,,,FALSE
OGN-257,"Lee Sin, Blind Monk",,Legend,"Calm, Body",Rare,,,,"[1], [E]: Buff a friendly unit.",,Lee Sin,,,FALSE
OGN-258,Dragon's Rage,Signature,Spell,"Calm, Body",Epic,4,1,,Move an enemy unit. Then do this: Choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,,Lee Sin,,,TRUE
OGN-259,"Yasuo, Unforgiven",,Legend,"Calm, Chaos",Rare,,,,"[2], [E]: Move a friendly unit to or from its base.",,Yasuo,,,TRUE
OGN-260,Last Breath,Signature,Spell,"Calm, Chaos",Epic,3,2,,"[Action]
Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.",,Yasuo,,,FALSE
OGN-261,"Leona, Radiant Dawn",,Legend,"Calm, Order",Rare,,,,"When you stun one or more enemy units, buff a friendly unit.",,Leona,,,FALSE
OGN-262,Zenith Blade,Signature,Spell,"Calm, Order",Epic,3,2,,"[Action]
Stun an enemy unit at a battlefield. You may move a friendly unit to that enemy unit's battlefield.",,Leona,,,FALSE
OGN-263,"Teemo, Swift Scout",,Legend,"Mind, Chaos",Rare,,,,"You may pay [1] to hide a card with [Hidden] instead of [A].
[1], [E]: Put a Teemo unit you own into your hand from your Champion Zone or the board.",,Teemo,,,FALSE
OGN-264,Guerilla Warfare,Signature,Spell,"Mind, Chaos",Epic,2,1,,Return up to two cards with [Hidden] from your trash to your hand. You can hide ignoring costs this turn.,,Teemo,,,FALSE
OGN-265,"Viktor, Herald of the Arcane",,Legend,"Mind, Order",Rare,,,,"[1], [E]: Play a 1 [M] Recruit unit token.",,Viktor,,,FALSE
OGN-266,Siphon Power,Signature,Spell,"Mind, Order",Epic,2,1,,"[Reaction]
Choose a battlefield. Give friendly units there +1 [M] this turn and enemy units there -1 [M] this turn, to a minimum of 1 [M].",,Viktor,,,FALSE
OGN-267,"Miss Fortune, Bounty Hunter",,Legend,"Body, Chaos",Rare,,,,[E]: Give a unit [Ganking] this turn.,,Miss Fortune,,,FALSE
OGN-268,Bullet Time,Signature,Spell,"Body, Chaos",Epic,1,0,,"[Action]
Pay any amount of [A] to deal that much damage to all enemy units at a battlefield.",,Miss Fortune,,,FALSE
OGN-269,"Sett, the Boss",,Legend,"Body, Order",Rare,,,,"If a buffed unit you control would die, you may pay [C], exhaust me, and spend its buff to heal it, exhaust it, and recall it instead.
When you conquer, ready me.",,Sett,,,TRUE
OGN-270,Showstopper,Signature,Spell,"Body, Order",Epic,1,1,,"Buff a friendly unit in your base, then move it to a battlefield.",,Sett,,,FALSE
OGN-271,Recruit,Token,Unit,,Common,,,1,,,,Recruit,"""To strike against any of us is to strike against all of us!""",FALSE
OGN-272,Recruit,Token,Unit,,Common,,,1,,,,Recruit,"""Few earn the right to call themselves Trifarian.""",FALSE
OGN-273,Recruit,Token,Unit,,Common,,,1,,,,Recruit,"""We are the future.""",FALSE
OGN-274,Sprite,Token,Unit,,Common,,,3,[Temporary],,,Fae,"Dreams rarely linger, but the dreamer is still changed.",FALSE
OGN-275,Altar to Unity,,Battlefield,,Uncommon,,,,"When you hold here, play a 1 [M] Recruit unit token in your base.",,,,,FALSE
OGN-276,Aspirant's Climb,,Battlefield,,Uncommon,,,,Increase the points needed to win the game by 1.,,,,,FALSE
OGN-277,Back-Alley Bar,,Battlefield,,Uncommon,,,,"When a unit moves from here, give it +1 [M] this turn.",,,,,FALSE
OGN-278,Bandle Tree,,Battlefield,,Uncommon,,,,You may hide an additional card here.,,,,,FALSE
OGN-279,Fortified Position,,Battlefield,,Uncommon,,,,"When you defend here, choose a unit. It gains [Shield 2] this combat.",,,,,FALSE
OGN-280,Grove of the God-Willow,,Battlefield,,Uncommon,,,,"When you hold here, draw 1.",,,,,FALSE
OGN-281,Hallowed Tomb,,Battlefield,,Uncommon,,,,"When you hold here, you may return your Chosen Champion from your trash to your Champion Zone if it is empty.",,,,,FALSE
OGN-282,Monastery of Hirana,,Battlefield,,Uncommon,,,,"When you conquer here, you may spend a buff to draw 1.",,,,,FALSE
OGN-283,Navori Fighting Pit,,Battlefield,,Uncommon,,,,"When you hold here, buff a unit here.",,,,,FALSE
OGN-284,Obelisk of Power,,Battlefield,,Uncommon,,,,"At the start of each player's first Beginning Phase, that player channels 1 rune.",,,,,FALSE
OGN-285,Reaver's Row,,Battlefield,,Uncommon,,,,"When you defend here, you may move a friendly unit here to base.",,,,,FALSE
OGN-286,Reckoner's Arena,,Battlefield,,Uncommon,,,,"When you hold here, activate the conquer effects of units here.",,,,,FALSE
OGN-287,Sigil of the Storm,,Battlefield,,Uncommon,,,,"When you conquer here, you must recycle one of your runes.",,,,,TRUE
OGN-288,Startipped Peak,,Battlefield,,Uncommon,,,,"When you hold here, you may channel 1 rune exhausted.",,,,,FALSE
OGN-289,Targon's Peak,,Battlefield,,Uncommon,,,,"When you conquer here, ready up to 2 runes at the end of this turn.",,,,,TRUE
OGN-290,The Arena's Greatest,,Battlefield,,Uncommon,,,,"At the start of each player's first Beginning Phase, that player gains 1 point.",,,,,FALSE
OGN-291,The Candlelit Sanctum,,Battlefield,,Uncommon,,,,"When you conquer here, look at the top two cards of your Main Deck. You may recycle one or both of them. Put those you don't back in any order.",,,,,FALSE
OGN-292,The Dreaming Tree,,Battlefield,,Uncommon,,,,"When a player chooses a friendly unit here with a spell for the first time each turn, they draw 1.",,,,,TRUE
OGN-293,The Grand Plaza,,Battlefield,,Uncommon,,,,"When you hold here, if you have 7+ units here, you win the game.",,,,,FALSE
OGN-294,Trifarian War Camp,,Battlefield,,Uncommon,,,,Units here have +1 [M].,,,,,FALSE
OGN-295,Vilemaw's Lair,,Battlefield,,Uncommon,,,,Units can't move from here to base.,,,,,FALSE
OGN-296,Void Gate,,Battlefield,,Uncommon,,,,Spells and abilities deal 1 Bonus Damage to units here.,,,,,TRUE
OGN-297,Windswept Hillock,,Battlefield,,Uncommon,,,,Units here have [Ganking].,,,,,FALSE
OGN-298,Zaun Warrens,,Battlefield,,Uncommon,,,,"When you conquer here, discard 1, then draw 1.",,,,,FALSE
